day,month,year,crimeDate,Crime_Total,Arson,Assault,Battery,Burglary,Concealed_Carry_License_Violation,Criminal_Damage,Criminal_Tresspass,Crim_Sexual_Assault,Criminal_Sexual_Assault,Deceptive_Practice,Domestic_Violence,Gambling,Homicide,Human_Trafficking,Interference_with_Public_Officer,Intimidation,Kidnapping,Liquor_Law_Violation,Motor_Vehicle_Theft,Narcotics,Other_Narcotic_Violation,Non_Criminal,Non_Criminal2,Non_Criminal_SUBJECT_SPECIFIED,Obscenity,Offence_Involving_Children,Public_Indecency,prostitution,Public_Peace_Violation,Ritualism,Robbery,Stalking,Theft,Weapon_Violation,Other_Offence,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog
5,04,19,2019-04-26,761,2,74,130,28,,68,14,,1,66,,,4,,2,1,2,,24,50,,,,,,9,,3,4,,17,1,188,23,50,55.6,38.0,1007.6,9.6,13.5,22.0,33.0,66.9,46.0,0.21,999.9,0
6,04,19,2019-04-27,629,,42,136,19,1,88,14,3,1,27,,,2,,2,,1,1,30,29,,,,,,5,,,3,,20,3,137,23,42,42.4,29.9,1013.0,7.2,8.3,21.0,999.9,63.0,32.0,0.02,2.0,1
7,04,19,2019-04-28,606,,47,142,25,1,73,11,5,,25,,1,3,,4,1,,,23,37,,,,,,5,,,4,,21,1,124,17,36,39.1,27.2,1020.0,8.4,11.1,21.0,28.0,52.0,30.9,0.79,2.0,0
1,04,19,2019-04-29,717,1,58,118,30,2,67,20,2,,52,,,3,,2,4,1,,27,40,,,,,,12,,,5,,22,3,188,10,50,45.1,38.0,1018.7,6.9,8.3,18.1,28.0,52.0,31.1,0.54,999.9,0
2,04,19,2019-04-30,729,1,59,135,29,,72,20,2,6,53,,,1,,3,1,1,,20,43,,,,,,4,,4,7,,18,4,190,11,45,44.4,42.6,1021.8,5.5,7.9,18.1,24.1,51.1,37.9,1.04,999.9,0
3,05,19,2019-05-01,817,,75,129,23,1,85,15,5,6,97,,1,,,4,,,,19,35,,,,,,14,,,7,,25,9,191,17,59,50.0,47.3,1014.7,6.9,8.9,14.0,22.0,57.9,39.0,2.06,999.9,0
4,05,19,2019-05-02,699,,54,120,25,,77,25,5,,57,,,1,,5,,2,,24,36,,,,,,5,,,8,,20,6,168,15,43,44.3,42.4,1018.9,5.4,8.0,13.0,999.9,57.9,41.0,0.04,999.9,1
5,05,19,2019-05-03,791,1,63,131,35,,66,17,3,5,55,,1,1,,9,1,,,27,58,,,,,,7,,1,7,,13,4,218,16,52,47.5,40.2,1018.9,9.5,10.2,15.9,21.0,55.0,39.9,0.61,999.9,0
6,05,19,2019-05-04,699,,63,157,27,1,89,12,5,1,47,,3,,,3,,2,1,22,36,,,,,,5,,1,6,,19,3,142,23,31,49.5,38.1,1016.5,10.0,5.9,11.1,999.9,63.0,37.9,0.01,999.9,0
7,05,19,2019-05-05,779,1,64,188,20,,113,13,2,4,39,,,4,,6,,2,,30,26,,,,,,10,,,4,,16,,154,30,53,58.3,40.8,1012.0,10.0,5.0,11.1,17.1,73.0,37.9,0.0,999.9,0
1,05,19,2019-05-06,792,3,67,152,26,,77,22,7,2,64,,1,3,,3,1,1,,27,37,,,,,3,7,,,4,,25,2,185,24,48,59.3,47.7,1013.8,10.0,7.2,17.1,999.9,73.0,46.0,0.0,999.9,0
2,05,19,2019-05-07,700,1,62,134,19,,61,26,1,,54,,,1,,2,1,1,,20,37,,,,,,10,1,,2,,6,4,191,15,50,46.4,40.0,1022.1,9.4,12.0,17.1,25.1,50.0,44.1,0.47,999.9,0
3,05,19,2019-05-08,759,1,66,168,29,,66,22,1,2,45,,,1,,5,1,1,,27,40,,,,,,12,,1,5,,18,5,166,15,61,50.1,38.7,1019.5,10.0,11.5,15.0,21.0,66.0,43.0,0.06,999.9,0
4,05,19,2019-05-09,737,,82,138,27,1,59,28,1,1,56,,,1,,8,,1,,24,48,,,,,,6,,10,3,,17,2,161,15,48,61.3,55.5,1007.2,7.4,9.8,19.0,28.0,68.0,46.0,1.05,999.9,0
5,05,19,2019-05-10,798,3,57,160,29,3,81,28,2,2,73,,,1,,4,1,,2,29,46,,,,,1,12,,,6,,15,4,170,18,50,49.6,38.2,1017.6,10.0,8.8,13.0,19.0,66.9,44.1,0.79,999.9,0
6,05,19,2019-05-11,696,,47,129,28,,81,14,3,3,36,,1,2,,5,1,1,4,34,46,,,,,,4,,4,1,,29,4,172,18,29,47.6,36.5,1020.2,9.9,6.4,9.9,999.9,57.9,44.1,0.0,999.9,0
7,05,19,2019-05-12,631,,46,139,15,1,80,18,6,,36,,,1,,6,,,2,16,26,,,,,,5,,,1,,17,3,138,24,51,46.2,37.5,1012.6,10.0,10.1,14.0,19.0,53.1,42.1,0.12,999.9,0
1,05,19,2019-05-13,790,3,74,158,18,1,82,23,3,3,67,,,1,,7,,,,23,31,,,,,,11,,,11,,18,3,182,17,53,49.7,37.7,1012.1,9.9,7.5,12.0,999.9,61.0,42.1,0.05,999.9,0
2,05,19,2019-05-14,720,1,58,146,21,3,78,21,2,1,46,,1,3,,6,,,,22,40,,,,,,9,,,5,,19,5,166,21,46,54.3,37.1,1016.2,10.0,3.7,11.1,999.9,71.1,41.0,0.0,999.9,0
3,05,19,2019-05-15,765,2,71,145,28,1,76,18,1,2,57,,,1,,3,,,,32,31,1,,,,,12,,2,4,,20,4,189,18,46,62.3,42.5,1014.3,10.0,4.6,11.1,999.9,75.0,41.0,0.0,999.9,0
4,05,19,2019-05-16,740,1,67,133,36,1,75,20,4,1,46,,1,4,,3,,,,29,40,,,,,,5,,1,3,,22,5,181,16,46,66.3,54.8,1009.7,9.7,8.1,15.0,26.0,77.0,50.0,0.0,999.9,0
5,05,19,2019-05-17,775,1,68,154,30,,83,28,1,2,52,,,1,,4,,,3,22,58,,,,,,7,,5,4,,19,5,160,17,50,57.9,50.0,1009.6,9.9,9.0,22.0,31.1,77.0,46.0,0.45,999.9,0
6,05,19,2019-05-18,757,,58,171,21,,85,18,3,2,44,,,1,,4,,1,,24,32,,,,,,6,,,5,,19,1,188,21,53,55.7,47.4,1010.8,9.5,8.0,14.0,21.0,80.1,44.1,0.05,999.9,0
7,05,19,2019-05-19,775,1,70,198,19,,94,14,1,5,34,,,1,,3,1,1,,24,44,,,,,,13,,1,4,,25,4,140,16,62,62.7,56.2,1003.6,8.3,10.7,22.0,36.9,80.1,44.1,0.48,999.9,0
1,05,19,2019-05-20,809,,82,148,32,,77,21,4,3,66,,,2,,10,1,3,1,25,36,,,,,,8,1,,3,,18,5,193,21,49,53.3,43.1,1013.8,10.0,10.9,15.9,28.0,73.9,46.0,0.07,999.9,0
2,05,19,2019-05-21,728,,58,133,27,,84,15,2,1,52,,,1,,8,1,2,,25,38,,,,,1,10,,,4,,28,5,155,17,61,48.5,39.3,1019.6,9.5,10.5,20.0,31.1,57.0,45.0,0.01,999.9,0
3,05,19,2019-05-22,772,,76,155,28,,85,25,4,2,51,,,1,,3,1,,,28,41,,,,,,13,,1,5,,31,4,150,10,58,61.4,50.1,1011.1,9.2,12.9,21.0,32.1,82.0,50.0,0.85,999.9,0
4,05,19,2019-05-23,772,1,76,171,31,,63,22,3,2,41,,,2,,8,1,1,,22,44,,,,,,4,,8,9,,12,2,183,19,47,70.1,55.4,1013.7,9.6,12.1,20.0,28.0,82.0,48.9,0.14,999.9,0
5,05,19,2019-05-24,847,,75,160,29,4,77,17,1,1,66,,,1,,5,1,,1,33,47,,,,,,5,1,8,5,,13,2,201,32,62,62.3,51.8,1017.5,9.5,6.5,13.0,19.0,73.9,54.0,0.23,999.9,0
6,05,19,2019-05-25,875,,72,208,23,1,94,26,4,,46,,1,2,,8,,1,1,22,33,,,,,,6,,11,7,,21,2,189,40,57,73.6,62.7,1012.0,10.0,9.4,15.9,28.9,81.0,54.0,0.03,999.9,0
7,05,19,2019-05-26,826,,74,207,28,,94,13,5,7,40,,1,2,,7,,,,24,38,,,,,,5,,1,6,,21,8,159,40,46,70.0,57.6,1015.3,10.0,5.5,12.0,999.9,81.0,63.0,0.0,999.9,0
1,05,19,2019-05-27,746,1,51,158,25,3,88,24,3,1,33,,,1,,8,,,,21,37,,,,,,4,,,6,,28,1,169,22,60,61.2,51.4,1015.3,8.9,6.1,21.0,31.1,73.9,53.1,0.0,999.9,0
2,05,19,2019-05-28,747,3,63,133,25,1,78,30,5,2,54,,,3,,3,,,,23,32,,,,,,3,,,3,,23,6,186,15,54,64.5,60.1,1005.8,9.6,7.8,29.9,39.0,73.0,53.1,1.92,999.9,0
3,05,19,2019-05-29,738,,73,139,36,,78,28,1,2,58,,,5,,5,,,,22,26,,,,,,3,,7,5,,23,6,178,9,33,59.5,54.6,1007.6,8.2,7.0,18.1,26.0,75.0,52.0,0.7,999.9,0
4,05,19,2019-05-30,745,1,54,137,29,,86,18,2,2,53,,1,2,,5,,,,20,37,1,,,,3,11,,6,3,,17,4,186,15,52,66.0,57.0,1007.2,9.6,6.2,14.0,20.0,78.1,52.0,0.22,999.9,0
5,05,19,2019-05-31,831,,78,160,26,1,86,24,2,2,58,,2,3,,4,,1,,24,43,,,,,,13,,1,6,,35,6,186,18,50,70.5,57.9,1009.9,10.0,6.5,15.0,21.0,81.0,60.1,0.0,999.9,0
6,06,19,2019-06-01,924,3,60,193,28,1,84,16,4,5,91,,1,4,2,3,,2,1,29,47,,,,,,25,,1,3,,19,13,198,27,62,71.0,60.3,1008.0,10.0,8.8,21.0,34.0,81.0,61.0,0.0,999.9,0
7,06,19,2019-06-02,734,,79,178,24,,69,16,,3,32,,1,2,,7,,,3,27,26,,,,,1,7,,1,3,,30,2,164,19,39,60.1,46.6,1011.9,9.9,7.3,13.0,18.1,80.1,52.0,0.0,999.9,0
1,06,19,2019-06-03,706,1,73,117,20,,70,26,1,,49,,,1,,3,,2,,21,41,,,,,1,12,,,3,,16,5,169,15,57,57.8,38.2,1018.4,10.0,7.6,11.1,999.9,70.0,48.9,0.0,999.9,0
2,06,19,2019-06-04,772,2,77,159,32,2,77,23,4,,56,,1,1,,4,,,1,27,36,,,,,,7,,1,7,,18,3,169,17,48,64.2,49.1,1015.0,9.6,8.4,17.1,22.9,82.0,48.9,0.0,999.9,0
3,06,19,2019-06-05,790,1,78,144,28,1,78,23,2,1,49,,1,3,,4,,,,26,45,,,,,,7,,1,5,,23,4,198,8,60,74.4,63.8,1006.4,9.9,7.7,18.1,29.9,82.9,55.9,0.58,999.9,0
4,06,19,2019-06-06,741,1,58,147,32,,65,27,1,1,65,,,1,,3,1,,,22,38,,,,,,8,,,6,,21,4,184,4,51,65.5,58.6,1011.2,7.9,6.4,13.0,999.9,82.9,57.0,0.29,999.9,0
5,06,19,2019-06-07,823,,63,168,26,,82,15,3,1,53,,,1,,6,,,3,25,59,,,,,,8,,2,8,,23,3,185,31,57,66.2,57.0,1013.9,9.2,7.2,13.0,18.1,78.1,55.0,0.0,999.9,1
6,06,19,2019-06-08,888,2,66,191,25,1,84,16,1,5,41,,,2,,10,1,,3,34,46,,,,,1,8,,2,7,,43,3,223,26,47,67.0,52.3,1015.1,10.0,8.6,13.0,22.0,78.1,55.0,0.0,999.9,0
7,06,19,2019-06-09,805,,72,180,23,,100,18,8,1,34,,,2,,9,,,2,26,27,,,,,,4,,1,6,,30,1,185,33,43,68.8,57.7,1013.9,9.6,6.5,8.9,999.9,75.9,57.0,0.0,999.9,0
1,06,19,2019-06-10,799,1,62,150,33,,91,18,2,1,58,,1,,,4,,,,27,34,,,,,,4,,,1,,36,7,200,15,54,66.7,52.8,1016.8,9.1,11.4,19.0,28.9,75.0,60.1,0.0,999.9,0
2,06,19,2019-06-11,777,,71,161,26,,73,21,1,,38,,3,1,1,4,,1,,21,44,,,,,1,5,,9,3,,37,3,187,22,43,68.8,43.8,1020.3,10.0,6.5,12.0,17.1,82.0,57.0,0.0,999.9,0
3,06,19,2019-06-12,715,2,50,140,30,,72,17,2,,48,,,2,,4,,,2,17,39,,,,,1,8,,,4,,30,,188,10,48,67.4,48.1,1013.2,9.7,8.3,18.1,27.0,82.0,57.0,0.0,999.9,0
4,06,19,2019-06-13,701,,53,134,22,,90,21,2,3,43,,1,2,,9,,,,21,41,,,,,,7,,,3,,20,3,177,9,39,57.9,47.6,1011.1,9.7,12.6,19.0,28.0,71.1,51.1,0.8,999.9,0
5,06,19,2019-06-14,806,1,77,166,32,1,76,14,1,4,60,,3,,,7,1,,,27,41,,,,,,6,,,7,,26,3,190,23,40,64.8,43.6,1014.9,10.0,10.9,21.0,35.0,80.1,51.1,0.05,999.9,0
6,06,19,2019-06-15,832,2,70,173,22,,102,27,5,2,64,,1,3,,6,,,,37,38,,,,,,7,,3,6,,18,1,178,20,46,66.5,56.9,1009.0,9.5,10.0,21.0,35.9,80.1,52.0,0.05,999.9,0
7,06,19,2019-06-16,721,2,69,186,18,,80,23,2,1,34,,,4,,4,,,1,24,28,,,,,,4,,,6,,22,5,147,14,47,57.0,55.0,1009.4,4.7,7.1,13.0,999.9,70.0,54.0,0.09,999.9,0
1,06,19,2019-06-17,752,,77,139,26,,80,20,5,2,57,,1,1,1,3,1,1,,20,32,,,,,,5,,1,7,,21,8,174,18,50,59.0,52.6,1014.7,9.8,7.8,13.0,999.9,66.9,54.0,0.07,999.9,0
2,06,19,2019-06-18,716,1,53,144,25,,80,20,2,,48,,2,1,,5,,,,24,45,,,,,1,3,,7,3,,21,1,179,11,40,63.9,55.9,1014.0,7.3,3.7,7.0,999.9,78.1,54.0,0.0,999.9,1
3,06,19,2019-06-19,808,1,76,139,27,,78,20,4,1,58,,1,2,,6,,,1,22,70,,,,,,5,,2,1,,22,5,181,18,64,66.6,56.3,1008.6,9.5,5.8,13.0,999.9,78.1,54.0,0.0,999.9,0
4,06,19,2019-06-20,733,,76,120,23,,80,17,4,2,58,,1,1,,7,,1,,26,38,,,,,,6,,,6,,18,6,180,11,51,60.0,56.4,1005.4,8.2,11.0,15.9,999.9,69.1,55.4,0.42,999.9,0
5,06,19,2019-06-21,779,,63,128,19,2,92,16,6,2,63,,1,4,,5,,1,1,22,64,,,,,,2,,,5,,17,2,200,14,49,62.8,48.8,1014.4,10.0,5.4,12.0,999.9,72.0,52.0,0.04,999.9,0
6,06,19,2019-06-22,825,1,63,164,30,,97,21,2,2,43,,,2,,5,1,1,2,21,38,,,,,,4,,3,5,,21,2,218,36,43,66.5,52.9,1015.8,10.0,8.8,18.1,26.0,79.0,52.0,0.0,999.9,0
7,06,19,2019-06-23,809,,68,188,25,,107,16,1,3,39,,,2,,3,,,1,32,37,,,,,,5,,,3,,32,7,172,17,50,73.1,62.8,1012.8,9.7,9.2,14.0,25.1,81.0,57.9,0.03,999.9,0
1,06,19,2019-06-24,810,,68,154,25,,100,20,5,5,64,,1,,,2,1,,,27,41,,,,,1,3,,,1,,21,6,186,20,58,71.3,67.1,1003.6,9.3,7.6,17.1,33.0,81.0,63.0,0.35,999.9,0
2,06,19,2019-06-25,784,4,69,123,31,1,89,20,,2,53,,2,,,4,,1,,27,36,,,,,,1,,,5,,29,7,201,25,53,72.0,59.1,1008.5,10.0,10.4,22.0,42.0,84.9,62.1,0.17,999.9,0
3,06,19,2019-06-26,798,,65,146,28,1,92,19,3,,52,,1,1,,5,1,,,27,34,,,,,,,,5,5,,24,4,214,16,55,78.2,60.6,1014.8,10.0,5.4,11.1,999.9,89.1,62.1,0.14,999.9,0
4,06,19,2019-06-27,750,2,65,134,37,2,65,14,2,,42,,1,1,,3,1,1,,31,46,,,,,,3,,3,3,,32,4,189,23,46,77.2,65.5,1019.3,9.9,5.5,19.0,31.1,89.1,68.0,0.15,999.9,0
5,06,19,2019-06-28,846,1,66,158,30,1,91,22,,1,51,,4,2,,2,,1,1,30,45,,,,,,8,,3,5,,34,1,212,25,52,75.7,66.0,1019.2,10.0,8.0,22.9,29.9,90.0,68.0,0.02,999.9,0
6,06,19,2019-06-29,864,,55,201,23,3,93,15,1,2,50,,,3,,5,2,1,,22,46,,,,,,7,,,5,,34,,212,25,58,78.4,66.9,1018.1,10.0,4.3,9.9,999.9,90.0,69.1,0.01,999.9,0
7,06,19,2019-06-30,804,1,61,223,20,1,94,18,3,,30,,,2,,2,,,1,31,28,,,,,1,4,,,8,,29,3,195,15,34,77.7,65.1,1016.6,10.0,4.7,39.0,52.1,91.0,69.1,0.0,999.9,0
1,07,19,2019-07-01,910,,62,175,35,1,86,13,6,14,86,,,,,6,1,1,,33,38,,,,,,11,,1,4,,25,9,223,19,60,77.1,67.5,1015.0,10.0,6.1,12.0,21.0,91.0,69.1,0.2,999.9,0
2,07,19,2019-07-02,769,1,69,139,28,,79,20,1,1,64,,,3,,8,1,,2,25,44,,,,,1,5,,,3,,24,5,170,19,56,83.9,70.0,1011.7,10.0,7.4,20.0,25.1,91.9,69.1,0.0,999.9,0
3,07,19,2019-07-03,807,1,72,128,26,1,88,14,3,3,57,,,1,,8,1,1,2,34,51,,,,,1,4,,,8,,22,2,193,17,67,77.6,68.7,1011.6,9.7,6.3,15.0,21.0,91.9,69.1,0.42,999.9,0
4,07,19,2019-07-04,799,1,58,212,27,1,99,13,8,2,30,,,1,,9,,,1,22,34,,,,,,5,,,11,,23,5,141,41,55,78.1,67.7,1013.1,9.8,7.1,13.0,18.1,91.0,69.1,0.41,999.9,0
5,07,19,2019-07-05,891,3,69,203,26,3,103,16,6,4,61,,,3,,9,,,1,20,47,,,,,,9,,,5,,26,2,184,37,54,81.4,69.1,1014.4,9.7,6.6,11.1,34.0,91.0,70.0,0.0,999.9,0
6,07,19,2019-07-06,816,,61,184,33,1,87,25,1,2,50,,,1,,9,1,2,3,21,35,,,,,,7,,1,10,,13,4,180,29,56,77.7,68.5,1015.0,9.8,8.0,20.0,27.0,91.0,72.0,0.47,999.9,0
7,07,19,2019-07-07,775,1,60,206,22,,86,20,2,4,42,,1,1,,7,1,,1,27,36,,,,,1,4,,,2,,24,2,157,27,41,70.2,58.1,1016.7,10.0,13.0,19.0,20.0,82.9,64.9,0.0,999.9,0
1,07,19,2019-07-08,833,6,61,138,33,,98,25,4,1,59,,,,,7,,,2,27,43,,,,,,6,,,4,,24,5,218,17,54,70.8,53.2,1017.3,10.0,7.0,14.0,999.9,82.9,60.1,0.0,999.9,0
2,07,19,2019-07-09,743,2,66,139,35,1,72,23,,2,60,,1,1,,6,1,,1,36,47,,,,,,2,1,,3,,26,6,157,15,39,74.2,57.5,1016.0,10.0,5.4,11.1,20.0,88.0,60.1,0.0,999.9,0
3,07,19,2019-07-10,837,,75,151,35,,74,24,4,1,51,,,,,5,,1,1,29,46,,,,,,8,,8,4,,26,2,216,19,55,83.4,66.1,1012.2,10.0,8.9,15.0,22.0,93.9,61.0,0.01,999.9,0
4,07,19,2019-07-11,765,1,82,164,27,,71,20,3,1,55,,1,,,3,,2,1,35,25,,,,,,4,,1,6,,25,4,163,22,49,77.5,61.6,1012.0,10.0,7.4,12.0,19.0,93.9,70.0,0.0,999.9,0
5,07,19,2019-07-12,788,,57,146,31,,82,18,2,4,65,,2,3,,2,,,1,34,51,,,,,,2,,4,6,,20,4,185,16,52,71.8,55.7,1014.5,10.0,5.2,9.9,15.0,87.1,59.0,0.0,999.9,0
6,07,19,2019-07-13,892,2,59,197,38,2,114,28,3,3,40,,,6,,9,,3,5,30,36,,,,,,8,,12,3,,30,9,181,29,43,81.9,63.2,1013.9,10.0,8.0,13.0,20.0,93.9,59.0,0.0,999.9,0
7,07,19,2019-07-14,790,1,53,209,22,,90,16,1,3,36,,2,3,,8,,,1,28,37,,,,,,4,,3,,,22,6,177,23,43,79.4,62.5,1018.1,10.0,7.0,13.0,999.9,93.9,70.0,0.0,999.9,0
1,07,19,2019-07-15,822,1,66,126,27,,105,31,4,,64,,,,,6,,,,24,48,,,,,,11,,1,6,,19,6,211,19,46,81.0,65.1,1016.8,10.0,8.7,17.1,28.9,91.9,70.0,0.0,999.9,0
2,07,19,2019-07-16,755,2,64,153,27,1,66,16,1,,62,,1,1,,7,,2,1,24,32,,,,,1,3,,12,4,,28,3,185,16,41,77.2,67.3,1013.2,9.7,6.9,13.0,22.0,91.9,71.1,0.0,999.9,0
3,07,19,2019-07-17,803,2,67,122,39,,73,32,3,1,60,,,,,2,,2,1,30,48,,,,,,4,,,4,,21,7,224,15,45,80.5,70.7,1011.6,9.7,4.3,12.0,35.9,91.9,71.1,0.05,999.9,0
4,07,19,2019-07-18,760,4,52,142,33,2,74,13,3,1,60,,1,2,,3,,,1,30,34,,,,,,6,,4,3,,28,5,201,16,41,77.4,71.2,1010.0,8.6,7.7,20.0,29.9,91.9,71.1,0.47,999.9,0
5,07,19,2019-07-19,802,1,60,161,30,1,75,22,3,2,64,,,1,,8,,,,33,43,,,,,,5,,5,4,,28,2,190,20,44,85.5,75.7,1008.5,10.0,9.6,13.0,20.0,93.0,73.9,1.36,999.9,0
6,07,19,2019-07-20,827,,61,160,33,1,86,14,3,2,49,,,1,,8,2,1,4,31,43,,,,,,2,,10,6,,25,1,208,32,44,85.0,73.7,1009.9,10.0,11.2,25.1,32.1,95.0,73.0,0.02,999.9,0
7,07,19,2019-07-21,774,2,66,202,23,,69,22,2,3,35,,,,,6,1,1,2,23,30,,,,,,3,,,5,,27,2,175,22,51,73.6,66.4,1012.5,9.5,10.0,18.1,22.9,78.1,68.0,0.79,999.9,0
1,07,19,2019-07-22,790,1,66,121,28,,91,33,3,5,62,,1,2,,5,1,,,31,32,,,,,,8,,1,6,,23,3,207,18,41,70.3,54.2,1016.3,10.0,12.6,18.1,28.0,79.0,64.9,0.03,999.9,0
2,07,19,2019-07-23,788,4,51,119,34,,89,19,6,1,57,,,1,,6,1,,,33,36,,,,,,6,,6,5,,29,2,220,17,45,69.9,54.3,1018.6,10.0,6.5,12.0,19.0,80.1,62.1,0.0,999.9,0
3,07,19,2019-07-24,745,,69,108,25,1,72,20,3,,44,,1,1,,2,2,2,,31,33,,,,,,7,,8,3,,32,6,215,16,43,71.2,53.3,1020.3,10.0,4.6,8.9,15.9,81.0,62.1,0.0,999.9,0
4,07,19,2019-07-25,800,1,56,133,22,1,88,23,3,1,65,,,2,,1,,,1,28,41,,,,,,6,,10,,,33,5,208,19,53,73.3,51.3,1021.2,10.0,4.0,8.0,999.9,84.9,62.1,0.0,999.9,0
5,07,19,2019-07-26,815,,67,136,31,2,78,14,2,1,56,,,1,,7,,1,3,29,63,,,,,,8,,9,7,,25,2,207,17,48,75.6,59.0,1021.3,10.0,7.3,13.0,19.0,84.9,63.0,0.0,999.9,0
6,07,19,2019-07-27,826,2,56,185,37,1,82,16,2,4,38,,,5,,4,,2,1,26,43,,,,,,5,,1,7,,25,5,217,22,40,79.7,62.4,1018.7,10.0,11.7,18.1,28.0,89.1,66.9,0.0,999.9,0
7,07,19,2019-07-28,833,1,56,199,22,1,103,27,7,3,23,,1,1,,6,,,,32,53,,,,,,8,,2,6,,28,4,179,31,39,81.1,64.7,1016.6,10.0,10.0,15.0,24.1,89.1,71.1,0.0,999.9,0
1,07,19,2019-07-29,815,,62,161,29,,80,18,9,1,65,,1,,,4,1,,,27,51,,,,,,3,,1,2,,24,3,201,23,49,77.3,67.1,1011.7,9.2,8.9,21.0,32.1,89.1,70.0,0.09,999.9,0
2,07,19,2019-07-30,777,4,60,130,39,,66,21,3,2,59,,,,,5,1,,,26,50,,,,,,5,,,4,,25,1,206,20,50,73.2,61.2,1014.3,10.0,6.1,11.1,15.0,82.0,66.9,0.23,999.9,0
3,07,19,2019-07-31,713,2,48,123,31,,71,10,4,3,62,,,1,,7,2,,,26,31,,,,,,5,,,5,,26,3,198,21,34,68.6,55.6,1020.3,10.0,7.9,13.0,19.0,78.1,59.0,0.0,999.9,0
4,08,19,2019-08-01,920,1,59,128,32,1,79,23,1,5,112,,,,,6,2,,4,30,57,,,,,,12,,10,2,,21,8,263,14,49,68.5,54.9,1021.6,10.0,6.2,9.9,999.9,80.1,57.0,0.0,999.9,0
5,08,19,2019-08-02,881,,57,141,21,,81,11,3,1,57,,4,1,,6,1,,1,31,52,,,,,,6,,8,4,,29,5,280,26,55,72.0,57.1,1020.7,10.0,5.4,9.9,999.9,82.9,57.0,0.0,999.9,0
6,08,19,2019-08-03,869,1,62,185,28,1,80,15,2,5,56,,2,3,,6,,,1,30,50,1,,,,,8,,,5,,31,3,234,25,35,75.4,55.9,1018.4,10.0,3.0,7.0,999.9,89.1,61.0,0.0,999.9,0
7,08,19,2019-08-04,842,1,59,199,24,1,89,11,5,4,26,,,2,,3,,,2,34,42,,,,,,3,,3,5,,27,2,228,29,42,78.7,61.5,1016.6,10.0,4.6,8.9,999.9,89.1,63.0,0.0,999.9,0
1,08,19,2019-08-05,809,1,66,151,30,2,101,19,,1,50,,2,2,,8,,1,4,29,43,,,,,,2,,7,5,,33,4,187,18,42,78.8,63.3,1014.4,10.0,5.4,14.0,22.0,90.0,70.0,0.0,999.9,0
2,08,19,2019-08-06,784,1,62,142,40,1,87,17,2,1,58,,1,,1,10,2,,,25,49,,,,,,6,,,3,,31,4,179,20,42,76.1,63.5,1009.1,10.0,7.8,15.0,18.1,90.0,66.9,0.01,999.9,0
3,08,19,2019-08-07,779,1,50,129,30,,92,14,4,2,43,,4,2,,8,,,,35,68,,,,,1,4,,,6,,37,2,184,23,40,76.7,61.6,1009.7,10.0,5.3,12.0,18.1,88.0,66.0,0.0,999.9,0
4,08,19,2019-08-08,820,,51,148,35,1,66,24,,2,69,,1,,,4,,,1,28,44,,,,,,7,,,10,,20,4,227,22,56,79.1,59.6,1009.1,10.0,9.4,18.1,26.0,88.0,66.0,0.01,999.9,0
5,08,19,2019-08-09,796,,54,150,32,,75,30,3,1,61,,3,,,5,1,,,30,39,,,,,,11,,,2,,24,4,212,19,39,72.7,52.0,1013.1,9.9,5.8,12.0,15.0,87.1,62.1,0.0,999.9,0
6,08,19,2019-08-10,800,2,68,181,34,1,85,19,2,5,43,,2,5,,10,,,,25,25,,,,,,5,,,8,,29,4,175,37,35,74.2,55.9,1015.2,10.0,4.3,9.9,999.9,86.0,62.1,0.0,999.9,0
7,08,19,2019-08-11,802,2,56,181,25,2,99,16,5,2,35,,,1,,14,1,,3,30,35,,,,,,4,,,5,,30,3,186,26,41,74.4,59.7,1015.4,10.0,7.2,12.0,18.1,86.0,66.9,0.0,999.9,0
1,08,19,2019-08-12,709,,58,133,21,,57,17,4,2,54,,,1,,7,,1,,24,45,,,,,,3,,6,1,,27,1,205,12,29,76.0,69.0,1011.7,9.2,4.0,8.0,999.9,84.0,68.0,0.0,999.9,0
2,08,19,2019-08-13,762,3,55,108,31,,93,28,1,3,63,,1,,,8,1,1,,17,48,,,,,,7,,1,1,,19,3,204,20,46,75.2,68.3,1009.5,7.4,5.3,12.0,22.0,86.0,70.0,0.5,999.9,0
3,08,19,2019-08-14,793,2,69,133,25,2,92,31,1,3,51,,,1,,3,,,1,25,50,,,,,,5,,7,3,,24,6,192,11,54,71.9,64.8,1012.6,9.9,5.2,15.0,999.9,86.0,66.0,0.19,999.9,0
4,08,19,2019-08-15,814,1,79,133,29,1,90,17,4,3,62,,1,1,,2,,,2,21,44,,,,,,5,,6,8,,17,5,212,23,48,70.1,60.4,1014.9,10.0,8.5,14.0,999.9,82.9,63.0,0.0,999.9,0
5,08,19,2019-08-16,773,1,63,122,38,,78,17,2,4,57,,1,1,,7,,,1,28,62,,,,,1,12,,,5,,16,3,186,24,43,71.8,60.1,1013.4,10.0,6.2,12.0,21.0,84.0,63.0,0.0,999.9,0
6,08,19,2019-08-17,811,2,59,179,37,1,91,16,2,2,39,,1,1,,4,,,1,32,41,,,,,,7,,,2,,33,3,191,31,36,73.3,65.8,1011.5,9.7,4.2,12.0,999.9,84.0,64.0,0.0,999.9,0
